token,left_label,right_label,cosine_similarity,cosine_distance,left_count,right_count,min_count,max_count,mean_count,count_ratio_max_to_min,clean_token,is_short_token,has_repeated_char_pattern,has_nonstandard_chars,is_probable_name,is_probable_filler,quality_flags
tss,2000_2009,2010_2019,0.1072719618678093,0.8927280381321907,119,185,119,185,152.0,1.5546218487394958,True,False,False,False,False,False,
kyrie,2000_2009,2010_2019,0.11560796946287155,0.8843920305371284,125,1410,125,1410,767.5,11.28,True,False,False,False,False,False,
draco,2000_2009,2010_2019,0.14734631776809692,0.8526536822319031,104,5366,104,5366,2735.0,51.59615384615385,True,False,False,False,False,False,
aha,2000_2009,2010_2019,0.1897059828042984,0.8102940171957016,1292,5110,1292,5110,3201.0,3.955108359133127,False,False,False,False,False,True,probable_filler
ars,2000_2009,2010_2019,0.20175711810588837,0.7982428818941116,125,892,125,892,508.5,7.136,True,False,False,False,False,False,
unh,2000_2009,2010_2019,0.20190098881721497,0.798099011182785,321,2455,321,2455,1388.0,7.64797507788162,True,False,False,False,False,False,
wraith,2000_2009,2010_2019,0.21262183785438538,0.7873781621456146,155,7532,155,7532,3843.5,48.593548387096774,True,False,False,False,False,False,
hed,2000_2009,2010_2019,0.2195756882429123,0.7804243117570877,123,237,123,237,180.0,1.9268292682926829,True,False,False,False,False,False,
chee,2000_2009,2010_2019,0.2224959135055542,0.7775040864944458,110,503,110,503,306.5,4.572727272727272,True,False,False,False,False,False,
uhn,2000_2009,2010_2019,0.22904439270496368,0.7709556072950363,247,1245,247,1245,746.0,5.040485829959514,True,False,False,False,False,False,
ap,2000_2009,2010_2019,0.23342914879322052,0.7665708512067795,203,5807,203,5807,3005.0,28.60591133004926,False,True,False,False,False,False,too_short
oho,2000_2009,2010_2019,0.23846065998077393,0.7615393400192261,335,1377,335,1377,856.0,4.11044776119403,True,False,False,False,False,False,
whut,2000_2009,2010_2019,0.2398734986782074,0.7601265013217926,252,292,252,292,272.0,1.1587301587301588,True,False,False,False,False,False,
mhm,2000_2009,2010_2019,0.241559699177742,0.758440300822258,276,4965,276,4965,2620.5,17.98913043478261,True,False,False,False,False,False,
molly,2000_2009,2010_2019,0.24509917199611664,0.7549008280038834,607,21362,607,21362,10984.5,35.19275123558484,True,False,False,False,False,False,
tms,2000_2009,2010_2019,0.2586700916290283,0.7413299083709717,163,225,163,225,194.0,1.3803680981595092,True,False,False,False,False,False,
mh,2000_2009,2010_2019,0.2616226375102997,0.7383773624897003,224,732,224,732,478.0,3.267857142857143,False,True,False,False,False,False,too_short
bree,2000_2009,2010_2019,0.261679470539093,0.738320529460907,107,309,107,309,208.0,2.8878504672897196,True,False,False,False,False,False,
mmh,2000_2009,2010_2019,0.26341837644577026,0.7365816235542297,176,2927,176,2927,1551.5,16.630681818181817,False,False,False,False,False,True,probable_filler
rem,2000_2009,2010_2019,0.264026403427124,0.735973596572876,125,663,125,663,394.0,5.304,True,False,False,False,False,False,
